name;CAS;m_mol;S;p_vap;H;koc;kow;D_air;D_w;BA;NA;LOD_w;LOD_s;NA;lamnda_s;lambda_u;NA;theta_ag;theta_bg;EPA_w;is_carc;SF_o;UR_inhal;Ref_oral;Ref_inhal;ads_derm;ads_gast;derm_per;derm_lag;derm_exp;derm_contr;MCL1;MCL2;NA;PEL_TWA;NA;AQLP_w;AQLP_w;HH_w;HH_fish;HH_fish_salt;NA
isopropyl-alcohol;67630;  60.1	;  197000	;  22.19	;  0.00037	;  0.53	;  0.5	;  0.0959	;  1.03e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.2	;  0.7	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  950	; ;  -	;  -	;  -	;  -	;  -	; 
isosafrole;120581;  162.1878	;  142.838734	;  0.02057641097	;  0.0012779396905	;  2.8658863388	;  2.915164129	;  0.05594056486	;  7.0729779954e-006	;  1	; ;  0.01	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.22	;  6.3e-005	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
kelthane-dicofol;115322;  370.4895	;  0.7	;  3.9e-008	;  8.1995607955e-007	;  4.1	;  5.1	;  0.03908421668	;  5.2020625163e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.006	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  0.0198	;  -	;  0.000215	;  0.000217	;  0.000144	; 
kepone;143500;  490.6394	;  7.6	;  2.25e-007	;  1.03925e-006	;  4.4313637642	;  4.9057	;  0.042170563525	;  4.2981455289e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  16	;  0.0046	;  0.0005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
lead-inorganic;7439921;  207.2	;  0	;  0	;  0	;  1	;  0.729	;  0	;  0	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  -	;  FALSE	;  -	;  -	;  -	;  -	;  0.01	;  0.15	;  -	;  -	;  -	;  -	;  0.015	;  -	; ;  50	; ;  -	;  0.0053	;  0.00498	;  0.025	;  0.0169	; 
lithium;7439932;  6.94	;  -	;  -	;  0	;  -	;  -	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.02	;  0.004	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.01	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
antimony;7440360;  121.75	;  0	;  0	;  0	;  1.6532125138	;  0	;  0	;  0	;  1	; ;  0.003	;  -	; ;  -	;  -	; ;  0.07	;  0.03	;  NA	;  FALSE	;  -	;  -	;  0.0004	;  0.0005	;  0.01	;  0.15	;  -	;  -	;  -	;  -	;  0.006	;  -	; ;  0.5	; ;  -	;  -	;  0.014	;  4.3	;  4.3	; 
malathion;121755;  330.36302	;  145	;  7.9e-006	;  9.9768e-007	;  2.46	;  2.2878	;  0.015	;  4.4e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  0.005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  1e-005	;  1e-005	;  -	;  -	;  -	; 
maleic-anhydride;108316;  98.05808	;  864.84646084	;  0.0013406	;  8.314e-006	;  1.41	;  1.6187	;  0.095	;  1.11e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  1	; ;  -	;  -	;  -	;  -	;  -	; 
maleic-hydrazide;123331;  112.08796	;  6000	;  7.5e-008	;  1.03e-010	;  1.3979400087	;  -0.8869	;  0.087466945377	;  8.7528690657e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.5	;  0.1	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
malononitrile;109773;  66.06228	;  6960000	;  0.379	;  1.966261e-007	;  0.69	;  -0.1783	;  0.099709440896	;  1.0875548999e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  2e-005	;  0.008	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
mancozeb;8018017;  265.2828	;  6.2	;  7.5e-006	;  1.812452e-005	;  1.131627	;  1.33	;  0.056912266071	;  6.0168794384e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
manganese;7439965;  54.938	;  0	;  0	;  0	;  1.7	;  0	;  0	;  0	;  1	; ;  -	;  0.002	; ;  7	;  7	; ;  0.1	;  0.05	;  D	;  FALSE	;  -	;  -	;  0.14	;  5e-005	;  0.01	;  0.06	;  0.001	;  -	;  -	;  -	;  -	;  0.05	; ;  1	; ;  -	;  -	;  -	;  -	;  -	; 
mcpa-4-chloro-2-methylphenoxy-acetic-acid;94746;  200.621	;  650.439635	;  6.992215112e-006	;  1.1796430308e-007	;  -1.5007969931	;  3.389032244	;  0.05117757157	;  6.8197246047e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
mcpp-2-4-chloro-2-methylphenoxy-propanoic-acid;7085190;  214.6478	;  280	;  2.50401195e-005	;  1e-006	;  -1.7607402128	;  3.132730318	;  0.04695866851	;  6.3589853807e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.001	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
mercury-tier-1-ph-4-9;7439976;  200.59	;  0.03	;  0.0013	;  0.473898	;  -1.3979400087	;  -0.471	;  0.0307	;  6.3e-006	;  1	; ;  0.0002	;  -	; ;  -	;  -	; ;  0.0055	;  0.014	;  D	;  FALSE	;  -	;  -	;  0.0003	;  0.0003	;  0.01	;  0.07	;  -	;  -	;  -	;  -	;  0.002	;  -	; ;  0.025	; ;  0.0013	;  0.0011	;  1.22e-005	;  1.22e-005	;  2.5e-005	; 
mercury-tier-1-ph-6-8;7439976;  200.59	;  0.03	;  0.0013	;  0.473898	;  1.7160033	;  -0.471	;  0.0307	;  6.3e-006	;  1	; ;  0.0002	;  -	; ;  -	;  -	; ;  0.0055	;  0.014	;  D	;  FALSE	;  -	;  -	;  0.0003	;  0.0003	;  0.01	;  0.07	;  -	;  -	;  -	;  -	;  0.002	;  -	; ;  0.025	; ;  0.0013	;  0.0011	;  1.22e-005	;  1.22e-005	;  2.5e-005	; 
aramite;140578;  334.86423	;  -	;  0.000123	;  -	;  3.9964144	;  4.8151	;  0.042331011234	;  4.4508461324e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.025	;  7.1e-006	;  0.05	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
merphos;150505;  298.54	;  0.004972724129	;  0.0003827977788	;  1.2569288328	;  5.3428420711	;  7.290150866	;  0.03650427351	;  4.7469458447e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  3e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methacrylic-acid-2-methyl-2-propenoic-acid;79414;  86.09	;  95947.746	;  10.61987	;  0.0005212000873	;  -2.4	;  1.667971996	;  0.085	;  9.5932841669e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.01	;  0.07	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methacrylonitrile;126987;  67.0904	;  25000	;  68	;  0.00303461	;  0.53	;  0.7565	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0001	;  0.0027	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methanol;67561;  32.04216	;  1000000	;  122	;  0.0001937162	;  -0.74	;  -0.6323	;  0.15	;  1.64e-005	;  1	; ;  -	;  -	; ;  7	;  7	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.5	;  0.262	;  0	;  0.8	;  0.00035	;  0.14	;  0.33	;  1.7e-005	;  -	;  -	; ;  260	; ;  -	;  -	;  -	;  -	;  -	; 
methapyrilene;91805;  261.3902	;  2025.591516	;  1.676907348e-005	;  1.183621735e-007	;  1.3003923132	;  3.154984581	;  0.03999294117	;  5.2947562484e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  4.7	;  -	;  -	;  0.0003	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methomyl;16752775;  162.2126	;  58000	;  5e-005	;  7.4826e-009	;  2.2041199827	;  0.6095	;  0.0407	;  7.2e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.025	;  0.0025	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methoxychlor;72435;  345.6529	;  0.045	;  1.23e-006	;  0.000656806	;  4.89	;  5.6673	;  0.0156	;  4.46e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.005	;  0.005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.04	;  -	; ;  -	; ;  3e-005	;  3e-005	;  0.00221	;  0.00222	;  0.00148	; 
methoxyethanol-2;109864;  76.09532	;  20.089890308	;  6.2	;  1.284513	;  0.931	;  -0.9067	;  0.091499695004	;  1.02e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  -	;  0.02	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  80	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-acetate-acetic-acid-methyl-ester;79209;  74.0792	;  143500	;  157.94	;  0.004459758388	;  0.242575738	;  0.246486	;  0.094952	;  1.0107319098e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  1	;  0.6	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  610	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-acrylate;96333;  86.1	;  40299.3	;  79.3	;  0.0091454	;  0.656487	;  0.73	;  0.087	;  9.3517930187e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.002	;  0.007	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  35	; ;  -	;  -	;  -	;  -	;  -	; 
arsenic;7440382;  74.9216	;  0	;  0	;  0	;  1.3979400087	;  0.679	;  0	;  0	;  0.78	; ;  0.01	;  0.053	; ;  -	;  -	; ;  0.01	;  0.008	;  A	;  TRUE	;  1.5	;  0.0043	;  0.0003	;  -	;  0.03	;  0.95	;  0.001	;  -	;  -	;  -	;  0.01	;  -	; ;  0.01	; ;  0.19	;  0.078	;  0.05	;  0.00014	;  0.00014	; 
methyl-chrysene-1;3351288;  242.32	;  0.000253	;  2.22e-010	;  1.16e-005	;  6.65	;  6.76	;  0.0409	;  5.61e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.0073	;  8.8e-007	;  -	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-chrysene-2;3351324;  242.32	;  0.000354	;  3.17e-010	;  1.18e-005	;  6.65	;  6.76	;  0.0409	;  5.61e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.0073	;  8.8e-007	;  -	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-chrysene-6;1705857;  242.3196	;  0.001072583247	;  9.435418622e-010	;  1.1659639953e-005	;  6.547700119	;  6.757700119	;  0.04090954455	;  5.6069522854e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.073	;  8.8e-006	;  -	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-cyclohexane;108872;  98.1876	;  10.39371	;  30.8388	;  15.934950115	;  3.32875355	;  4.1045	;  0.06967984889	;  7.5916911737e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  5	;  3	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  2000	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-ethyl-ketone;78933;  72.10692	;  240000	;  91	;  0.001937162	;  0.27875360095	;  0.2561	;  0.0808	;  9.8e-006	;  1	; ;  0.01	;  -	; ;  14	;  14	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.6	;  1	;  0	;  0.8	;  0.0011	;  0.24	;  0.58	;  0.00019	;  -	;  -	; ;  590	; ;  -	;  -	;  52.9	;  9940	;  6630	; 
methyl-iodide-iodomethane;74884;  141.9392	;  12441.197	;  378.7258456	;  0.23633691268	;  1.3058505433	;  1.550007	;  0.1017912741	;  1.1685633867e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0014	;  0.012	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  28	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-isobutyl-ketone;108101;  100.16068	;  19000	;  14.5	;  0.0058198	;  1.1760912591	;  1.1648	;  0.075	;  7.8e-006	;  1	; ;  0.005	;  0.05	; ;  14	;  14	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.08	;  0.205	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  410	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-mercury;22967926;  215.62482	;  -	;  -	;  -	;  -	;  0.0763	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  FALSE	;  -	;  -	;  0.0001	;  1e-005	;  0.01	;  0.9	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-methacrylate;80626;  100.11732	;  16000	;  38	;  0.0133024	;  1.361727836	;  1.2751	;  0.077	;  8.6e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  E	;  FALSE	;  -	;  -	;  1.4	;  0.7	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  410	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-methanesulfonate;66273;  110.1336	;  49459.48002	;  0.02670221768	;  3.2522509817e-006	;  -0.75393906502	;  -0.767262528	;  0.07523029531	;  9.4997801952e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.099	;  2.8e-005	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
arsine;7784421;  77.94542	;  200000	;  11324	;  0.24139423765	;  -	;  -	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  -	;  5e-005	;  0.01	;  0.2	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.2	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-naphthalene-1;90120;  142.2	;  28	;  0.0662	;  0.0164	;  3.36	;  3.72	;  0.0631	;  7.13e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-parathion;298000;  263.21086	;  50	;  1.52e-005	;  5.8198e-006	;  2.8129133566	;  2.7487	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.00025	;  0.0002	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-t-butyl-ether-mtbe;1634044;  88.14968	;  48000	;  249	;  0.02440159	;  1.15	;  1.4292	;  0.0792	;  9.41e-005	;  1	; ;  -	;  -	; ;  360	;  180	; ;  -	;  -	;  NA	;  TRUE	;  0.0018	;  2.6e-007	;  0.01	;  3	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  144	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-1-butene-2;563462;  70.134	;  138	;  506	;  14.09223	;  2.232368	;  2.72	;  0.085706454329	;  8.933391021e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.06	;  18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-1-propanal-2-isobutyraldehyde;78842;  72.11	;  45879.9	;  88.9	;  0.0074826	;  0.704001	;  0.79	;  0.089	;  9.3580144138e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.04	;  0.29	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-2-butene-2;513359;  70.134	;  206	;  393	;  7.31632	;  2.192773	;  2.67	;  0.085706454329	;  8.933391021e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.06	;  18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-2-pentenal-2;623369;  98.14	;  5040.55	;  12.586	;  0.013402168	;  1.440468	;  1.72	;  0.07205	;  8.0541241406e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  1.9	;  -	;  -	;  0.006	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyl-5-nitroaniline-2-5-nitro-o-toluidine;99558;  152.1527	;  348.2252518	;  1.914564185e-005	;  9e-007	;  1.9046651344	;  1.937319567	;  0.06274745525	;  7.930232786e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.033	;  -	;  -	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methylcholanthrene-3;56495;  268.3574	;  0.0001761611013	;  6.63661518e-012	;  7.7240286663e-007	;  6.9625885914	;  7.082714742	;  0.03831511096	;  5.4031078205e-006	;  1	; ;  0.01	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  22	;  0.0021	;  -	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methylene-bromide;74953;  173.83	;  11000	;  45.6	;  0.0349	;  2.26	;  1.52	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.0075	;  -	;  0.06	;  0.0132	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
asbestos;1332214;  varies	;  0	;  0	;  0	;  5	;  -	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  A	;  TRUE	;  -	;  0.0077	;  -	;  -	;  0.01	;  0.2	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  7000	;  -	;  -	; 
methylene-chloride;75092;  84.93288	;  15400	;  455	;  0.0910383	;  1.07	;  1.3405	;  0.101	;  1.17e-005	;  1	; ;  0.005	;  0.005	; ;  56	;  56	; ;  -	;  -	;  B2	;  TRUE	;  0.0075	;  4.7e-007	;  0.06	;  3	;  0	;  0.95	;  0.0045	;  0.29	;  0.69	;  0.0018	;  0.005	;  -	; ;  86.75	; ;  -	;  -	;  0.047	;  16	;  16	; 
methylene-bis-2-chloroaniline-4-4;101144;  267.15768	;  72.38367	;  6.93944e-005	;  1.400909e-005	;  3.8973376581	;  3.4705	;  0.0199	;  5.8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.13	;  3.7e-005	;  0.0007	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methylmecury-hydroxide;1184572;  232.63	;  1000000	;  0.0075	;  5.47e-009	;  0.0192	;  -1.33	;  0.10487713824	;  1.4263328477e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  FALSE	;  -	;  -	;  0.0001	;  1e-005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methylnaphthalene-2;91576;  142.2004	;  25.4	;  0.0675	;  0.018466436328	;  3.635	;  3.7163	;  0.0629	;  7.2e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methylpyrrolidone-n;872504;  99.1322	;  miscible	;  0.49	;  1.83e-006	;  0.01011	;  0.01	;  0.07162104593	;  8.7470937133e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  0.08	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyltetrahydrofuran-2;96479;  86.1334	;  39895.94031	;  74.37990107	;  0.008783445562	;  0.94276221795	;  1.091504253	;  0.08089233582	;  8.7225583162e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.0076	;  1.9e-006	;  0.2	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
methyltetrahydropyran-2;10141727;  100.1602	;  12345.48535	;  18.7086557	;  0.0083022542552	;  1.2843560317	;  1.522864038	;  0.07185247186	;  8.0424556503e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  TRUE	;  0.0076	;  1.9e-006	;  0.2	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
metolachlor;51218452;  283.797	;  864	;  2.292553648e-006	;  3.1326141504e-008	;  2.8471631801	;  2.896117172	;  0.03609052694	;  5.0967719112e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  FALSE	;  -	;  -	;  0.15	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
mirex;2385855;  545.5424	;  3.413781242e-008	;  7.5e-007	;  0.32	;  7.361	;  11	;  0.03501232501	;  4.0776108232e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  FALSE	;  -	;  -	;  0.0002	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  1e-006	;  1e-006	;  -	;  -	;  -	; 
molinate;2212671;  187.30608	;  900	;  0.0055968410661	;  5.2526752221e-005	;  1.6989700043	;  2.9057	;  0.056516764576	;  5.9974213443e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
atrazine;1912249;  215.68565	;  30	;  3e-007	;  1.093291e-007	;  2.2041199827	;  2.8175	;  0.056374608343	;  5.5788225805e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.222	;  -	;  0.035	;  0.005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.003	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
molybdenum;7439987;  95.94	;  0	;  0	;  0	;  1.3010299957	;  0	;  0	;  0	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.1	;  0.06	;  NA	;  FALSE	;  -	;  -	;  0.005	;  0.005	;  0.01	;  0.38	;  0.001	;  -	;  -	;  -	;  -	;  -	; ;  10	; ;  -	;  -	;  -	;  -	;  -	; 
morpholine;110918;  87.1212	;  33268165.82	;  15.90924085	;  2.2788245014e-006	;  -0.0263284866	;  -0.88	;  0.08335419825	;  9.4357407939e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  500	;  0.001	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  70	; ;  -	;  -	;  -	;  -	;  -	; 
naled;300765;  380.78494	;  1.5	;  0.0002	;  0.0027084106614	;  2.123851641	;  1.6046	;  0.0439877	;  6.8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  0.003	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  3	; ;  -	;  -	;  -	;  -	;  -	; 
naphthalene;91203;  128.17352	;  31.4	;  0.0889	;  0.02003674	;  3.19	;  3.169	;  0.059	;  7.5e-006	;  1	; ;  0.01	;  0.01	; ;  258	;  258	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.02	;  0.003	;  0.13	;  0.89	;  0.069	;  0.53	;  2.2	;  0.2	;  -	;  -	; ;  50	; ;  -	;  -	;  -	;  -	;  -	; 
